6	3	4	3.5	4	5	3.5	4	4.5	4.66666666666667
5	5	4	5	3.5	5	3.5	2.5	5.5	5
4.5	4	3.5	4	2.5	4.5	4	3.5	5	5
6	4.5	5	4.5	5	4.5	4.5	5	6	5.33333333333333
5.5	2.5	3	3	2	5	4.5	3	5.5	5
5.5	4	4	3	3.5	5.5	5	5	5.5	6
5.5	3.5	5.5	4.5	4	4	3	3	5.5	5.33333333333333
4	2.5	6	4.5	5.5	5.5	4.5	5.5	5.5	4.66666666666667
5	3.5	3	2	2	5	4	3	5.5	4.66666666666667
6	5.5	6	3.5	3.5	3	3	2	5.5	5.66666666666667
4	2.5	3.5	2.5	3.5	3.5	4	4	5.5	5
5.5	4.5	4.5	3.5	2	2	2.5	2.5	6	5.33333333333333
5.5	3.5	3.5	3.5	3.5	3.5	4	4.5	5.5	5.33333333333333
5	4	2.5	4	4.5	6	6	3.5	5	4.33333333333333
5.5	5	4	5	5	4.5	2	5.5	6	5.66666666666667
4.5	4	4	4	3	4	4	3	4.5	5
5.5	3.5	5	5.5	3.5	6	5.5	6	6	5.33333333333333
5.5	4.5	4.5	2.5	3	3.5	4	2.5	5.5	5.33333333333333
5	4	3.5	3	2	5.5	5	3.5	5.5	4.66666666666667
5	4	5	4.5	3	5.5	5.5	4.5	6	5.66666666666667
6	4.5	3	5	5	1.5	2.5	4	5	5.66666666666667
5.5	3.5	2	4	2	3.5	2.5	2.5	4.5	4
4.5	2.5	3	3.5	3.5	6	4	3.5	5	5.33333333333333
3.5	3	3	3	3.5	3	3.5	2.5	5	5.66666666666667
4.5	1.5	2	4	4	4	3.5	4	3	4.66666666666667
4	2	4	4.5	4.5	5.5	4	4.5	6	4.66666666666667
4.5	3	2.5	3.5	3.5	5.5	4	3.5	5	3.66666666666667
4	3	4	4.5	4	4.5	3	3.5	5	4.33333333333333
5.5	3.5	4	3	2	2	2.5	3.5	5.5	4.33333333333333
.	.	.	.	.	.	.	.	.	.
5	3.5	3.5	4.5	3	5	3.5	5.5	6	5.33333333333333
4	3	3	2.5	2	3.5	4.5	3	6	5.33333333333333
3.5	3.5	2.5	4.5	4	5.5	4.5	6	5.5	5.66666666666667
5.5	2.5	4	5.5	3	4	3	4	4	3.66666666666667
4.5	2.5	4	4	2.5	3	2.5	4.5	5.5	5.33333333333333
4.5	2.5	1.5	3	2.5	3	3.5	2.5	5	5.33333333333333
5	3.5	5	3.5	2.5	5	2	2.5	5.5	6
5.5	4	4	3.5	5	5	6	4.5	6	6
5	3	4	4.5	3	5	4.5	5	5.5	5.33333333333333
5	2	2	4	3	6	5	4	6	5.66666666666667
1	1	2	1	2.5	5	5.5	5	5	5.33333333333333
3.5	3.5	2.5	3	3	3	3	4	4	4.33333333333333
3	1	2	1.5	4.5	3.5	1.5	4.5	4	3.33333333333333
4	3	4.5	4	3.5	4.5	2.5	5	4.5	5.33333333333333
5	2	2.5	4.5	2	5	3	3.5	5.5	6
4.5	2	3.5	4.5	3	5	3	4	5.5	5.66666666666667
5.5	4.5	3.5	3	4	3.5	4	3.5	5	5.66666666666667
4.5	4.5	5.5	4	3	4	2.5	2	4.5	4
4	1.5	2	4	3	4	3.5	4	5	4.33333333333333
5.5	4.5	3	4.5	4	5	5.5	5.5	6	6
5	3.5	4.5	5	4.5	4.5	3	4.5	4.5	4.66666666666667
5	3	4	2	2.5	4.5	3	4.5	5	5.33333333333333
5	3	2.5	5	4	4.5	3.5	3.5	5.5	4.33333333333333
5	2.5	2.5	3	3.5	2.5	2.5	4.5	5	4.66666666666667
5	4.5	4.5	4.5	3.5	4.5	5	4	6	5.66666666666667
5.5	1.5	6	2	3	5	4	5	5.5	5.33333333333333
3	4	3.5	4.5	4	5	1.5	5.5	4.5	4.66666666666667
4	2	3	4	4.5	6	3	4	4	4
5	2.5	3.5	4	3	5.5	5	5.5	6	5.33333333333333
5	2.5	4.5	3	2.5	4	3	3.5	4.5	5.33333333333333
5.5	5	4.5	4.5	3	5	4.5	5	5	5
3.5	2.5	4	3	1.5	2.5	3.5	1.5	5.5	5.33333333333333
5	3.5	5	3.5	4.5	5	4	4.5	5	4.66666666666667
5.5	4	5.5	4	4	4	4.5	5	6	6
5	3	4	3.5	3.5	5	4.5	3.5	5.5	5.33333333333333
5	3.5	2.5	4.5	3	4	3.5	4	5.5	5.66666666666667
1.5	4	3.5	1.5	2.5	3	3.5	2	4.5	3.33333333333333
5	3	2	3	3	4	4.5	6	6	5
5	2.5	2	2.5	2.5	5	4.5	4.5	5	4.66666666666667
4	2.5	3.5	4.5	3.5	4.5	3.5	4	5.5	4.66666666666667
5	1.5	1.5	4	3.5	5	5.5	6	5.5	4
4.5	3	5	3.5	3.5	4.5	4	5	5	5.33333333333333
4.5	1	2	4.5	5	5	5	5	4.5	5.66666666666667
5.5	4	5	3	1	2.5	3	3	5.5	5.66666666666667
4	2	2.5	4	4.5	5	4	5.5	5	4.33333333333333
6	4	5	3	4	4	5	3.5	5.5	5
4	1.5	3	3	3.5	2.5	4	4.5	5	5.33333333333333
4.5	3	3.5	2.5	4	4	3	5.5	5	5.66666666666667
6	4.5	3	2	2	4	2.5	1	6	5.66666666666667
3.5	5	5	4	4.5	5	3.5	5	5.5	5.33333333333333
4.5	3.5	4	2	2.5	4.5	4	5	5.5	5.33333333333333
5.5	4.5	4.5	2.5	2.5	3	4	3	5.5	5.66666666666667
5.5	1.5	3.5	4	3	6	4.5	4	4.5	4.66666666666667
6	4	1.5	4	3	2	3	2	4	6
3.5	2	3.5	4	2.5	3.5	4	5.5	4.5	5.66666666666667
4	2.5	1.5	2	2	5.5	5	5	6	4.66666666666667
5	5.5	4.5	2.5	3.5	1.5	3	5	3	6
6	4	4.5	3.5	3.5	4	2	4	4.5	6
2.5	1.5	3	4.5	3	2.5	3.5	4	5	4.33333333333333
4	3	4	5	4.5	5.5	5.5	5.5	5.5	5
5	5.5	4.5	2.5	4.5	2.5	4	4	5	5.33333333333333
5.5	4.5	2.5	5	3	4.5	3.5	3.5	5	5.66666666666667
6	4	4	2	2.5	3.5	4.5	2.5	6	6
5	3	3.5	4.5	2.5	4	4	5	5	4.5
6	3.5	4	4	2.5	3.5	4.5	4	4.5	5.33333333333333
5	2.5	3	3.5	3	5	4	6	5	5
6	5.5	5	2	2.5	3.5	2.5	1	5.5	6
6	3	5	3	2.5	4	4.5	2	5	5.66666666666667
4	3.5	5.5	6	4	4.5	4	5	6	5
5	3.5	4	5	3	4.5	4	3	6	5
6	3	2.5	4	3	2	2.5	1.5	5	5.66666666666667
4.5	1.5	4.5	3.5	3	4.5	5	2.5	6	5.66666666666667
5.5	4.5	4	4	2	2.5	3	2.5	4	5
6	3.5	1.5	3	2.5	4	4.5	4.5	6	6
4	2.5	3	3.5	3.5	6	4	5.5	5.5	5.33333333333333
4	2	1.5	3.5	3	4	4.5	4.5	5	4
4.5	3	2.5	2.5	3	2.5	3.5	3	5	6
5.5	4.5	4.5	4	4	3	2.5	2	4.5	5.66666666666667
5	5.5	4.5	5.5	2.5	2.5	3	4.5	5.5	5.66666666666667
5	4	4	4.5	4.5	4	4	5	5.5	5
5.5	3.5	5	4	3	4.5	4	4.5	5.5	5
5.5	2.5	3	5	4.5	5	5.5	5.5	5.5	5.33333333333333
5	4.5	4	5	4	5	5	5	5	5
5.5	4.5	4	4	3	1	1.5	1.5	5.5	5.33333333333333
5.5	3	3	3	3	2.5	4.5	4.5	5.5	5
5	2.5	4	2.5	3	3	2.5	5	6	6
3.5	2	4	3.5	4	5	5	3.5	5	4.33333333333333
6	3.5	4	4	2	2	2.5	2	5	4.66666666666667
3.5	2.5	2	3.5	3	4	4	4	3.5	4.33333333333333
2.5	1.5	2	4	4	4.5	4.5	6	5.5	6
5	3.5	3	3	3	4.5	3.5	2.5	6	5.33333333333333
3.5	2.5	2	3	1.5	4	4.5	4	5.5	4
5.5	3.5	3	4	3	5	5	3.5	5.5	6
5	4	4.5	3.5	3.5	3	4	2	6	6
4	2.5	3	3	3	2.5	2.5	2	4.5	5
4.5	3.5	4.5	3.5	5	5	4.5	5	5.5	5
5.5	4.5	4	4	3.5	3	4	3.5	5.5	5.66666666666667
5.5	3	4.5	5	4.5	4	1	3.5	6	5.66666666666667
3.5	2.5	3.5	3.5	4	4.5	4.5	4.5	5	4.66666666666667
3.5	1.5	3	3.5	4.5	5.5	4.5	5.5	5.5	4.66666666666667
5	1	1.5	2	2.5	2	3.5	3	4.5	6
4.5	3	3	5	2.5	5	5.5	4.5	5.5	5.33333333333333
5	2.5	3	5.5	4.5	3	3	1.5	5.5	4.33333333333333
4.5	2	2	2.5	3.5	5	4.5	5	4	5.33333333333333
4.5	3.5	5	3	4.5	2	1.5	4	5.5	4.33333333333333
5.5	5.5	5.5	6	5	5	4.5	4.5	5	5
3.5	1.5	3.5	3.5	2.5	4	4.5	2.5	5.5	5.66666666666667
5.5	2.5	4.5	3.5	3.5	5	4	4	5.5	5.66666666666667
3	1.5	3	3.5	3	6	4	4.5	5	5.66666666666667
4.5	2	3	2.5	3	3	3.5	5	5	5
5.5	2.5	3	4.5	3.5	4.5	3.5	3.5	5.5	6
5.5	4	5	4	3.5	6	5	4	4	4
5	4	3	3.5	2.5	4.5	3.5	4	6	5.33333333333333
4	2.5	3	3.5	3	3	4	5	4.5	4.33333333333333
6	5.5	6	6	5	2	5.5	1.5	5	5
5	2.5	3.5	4.5	4	4.5	5.5	5.5	6	6
5	4.5	5	4	3	2	4	4	5.5	5.66666666666667
2.5	2.5	2	3	3	5	5	3.5	6	2
3.5	2.5	3	5	3.5	5	3	5	5	4.33333333333333
5	3.5	3.5	4	3.5	5.5	5	4.5	6	4.66666666666667
5	4.5	4	4	2.5	3	3.5	4	4.5	5
6	3	5.5	4	3.5	4	3	5.5	4.5	5.66666666666667
3.5	3.5	3	4	2.5	5	4	3.5	4	4
5	4.5	4.5	4	3.5	4.5	4	5	4.5	4.66666666666667
5.5	2.5	4.5	2.5	2.5	4	1	2.5	6	6
6	2.5	3	2	3	4	2	5	4	4.66666666666667
5	3.5	3	1	1.5	2	2	1.5	4.5	5
4.5	2.5	4	4.5	2.5	5	5	4.5	6	4.66666666666667
5	3.5	2.5	3.5	3	4	5	4.5	6	6
5	2	2.5	4.5	3.5	5	4.5	4.5	4.5	5
5	2	4	3.5	3.5	4	2.5	5	4.5	5
3.5	3	3.5	2	3	4.5	5	3.5	5	5.33333333333333
5	1.5	2	3	3.5	4	2.5	4	4.5	6
6	1.5	4	5.5	5	5	4	5.5	4.5	4.66666666666667
4.5	4.5	4.5	2.5	2.5	4.5	2.5	3	5	4.33333333333333
3	3	3	4	4.5	5.5	5	4.5	5.5	5
4.5	4	4	4	3.5	1	4	3	4.5	4.33333333333333
4.5	4.5	4	4.5	4.5	5	3.5	4.5	5	4.66666666666667
4.5	3	3.5	5	3	4	3.5	4	6	4.66666666666667
4.5	4.5	5	3	4.5	2.5	2.5	3	4.5	4.33333333333333
5	3	5	3	3	6	3.5	4	4.5	5.66666666666667
5	2	2.5	2.5	2.5	5	4.5	4.5	4	4.66666666666667
4.5	2	3	3.5	2	4.5	3.5	4	5	5.33333333333333
4.5	3	3.5	4.5	4	4	3.5	5	5.5	5.66666666666667
5.5	4.5	5	3.5	3.5	3	5	4	5.5	5.66666666666667
5.5	3.5	5	6	5	6	5	5	6	5.66666666666667
5	3.5	3.5	4	3	5	4.5	4.5	5	5
6	4.5	5	4	3	5	3.5	4	6	4.33333333333333
4.5	3.5	4.5	3.5	3	6	5.5	5.5	5	5.66666666666667
3.5	3	3.5	3.5	3	3.5	4	3	5	5.66666666666667
4	4.5	5.5	4	4	5.5	5	5	6	4
5	3	3.5	4.5	3.5	4	3.5	4.5	5	5
4	3.5	2.5	3	1	1.5	1.5	3.5	5	5.66666666666667
3.5	3	2.5	4	4	4.5	5.5	4	6	5.66666666666667
5	3.5	5.5	2.5	4	3	4	2.5	5	4.66666666666667
4.5	3	2.5	4.5	3	6	4	5.5	5.5	5
5	1.5	2.5	4.5	3.5	4.5	5.5	5.5	5	4.66666666666667
6	3	3	3.5	4	4	2.5	3.5	4	4.66666666666667
5	4	3.5	4	3	4.5	3.5	5	4.5	4.33333333333333
4.5	3.5	5	2.5	3.5	3.5	3.5	3.5	4	4.33333333333333
5	1.5	2.5	2	3	4	2	3	4.5	3.66666666666667
4.5	2.5	4	2.5	3	5.5	5.5	3.5	6	5.66666666666667
6	5	4	3	4.5	4	2	3	5	5.66666666666667
4.5	3.5	4	3.5	3	3.5	4	3.5	4.5	5
4.5	3.5	3	4.5	3	4.5	3.5	2.5	5	5.33333333333333
5.5	3.5	3	4.5	4	5	5	4	6	6
4.5	2.5	4	2.5	2.5	6	4.5	4.5	5.5	5.33333333333333
5.5	3.5	2	4	3.5	5.5	3	4	6	4.33333333333333
4.5	3.5	3.5	3.5	4	3.5	4	6	6	5.66666666666667
5.5	3	4.5	4.5	3	5.5	3.5	5	6	5.33333333333333
4.5	1	3.5	4	3.5	4.5	5.5	5	6	6
4	1	2.5	3	2	5	5.5	2.5	5.5	5.33333333333333
5	4	3	4	3.5	4.5	5	5.5	5.5	5.33333333333333
5	2	2	4.5	3	4	4.5	5	5.5	5.66666666666667
4	2.5	4	3	4.5	3	2	3	5	5
4.5	2	3	3.5	3	3.5	4	4	5	5.66666666666667
5.5	3.5	4	5.5	2.5	2.5	3.5	4	5	5.66666666666667
5	2.5	4	3.5	3	3.5	5.5	5	5.5	5.33333333333333
5	4	3.5	3	3.5	5	5	5	5	5
3.5	2.5	2	5	3.5	6	4.5	5	5.5	4.66666666666667
4.5	3	3.5	4	3.5	4	3	5.5	5.5	4.33333333333333
4.5	2	3.5	4.5	4.5	4.5	4	4.5	5	5.66666666666667
5.5	3	2.5	5	2	4	3.5	5.5	6	5.66666666666667
4.5	2.5	3.5	4	3.5	3	4	4	4.5	4.66666666666667
4.5	3	3.5	2.5	3	3.5	3	3.5	4	5
4	2.5	3.5	4.5	4	5.5	5.5	4.5	5.5	5
6	1.5	4	4.5	1.5	4	4	4.5	5	4.66666666666667
4	2	2.5	2.5	2.5	4	4.5	4	6	5
2.5	3	2	4.5	3	3.5	3	4.5	5	4.66666666666667
5	4	4	4	4.5	5	5.5	5	6	4.33333333333333
5.5	3.5	5	2	2.5	5	4.5	4.5	6	5.33333333333333
5	3	3	2	4	5.5	4	4.5	6	5
5.5	2	2.5	3.5	2	4	3.5	4	5.5	5.66666666666667
5.5	5	4.5	3	3	4	3	2.5	5.5	5.33333333333333
3.5	1.5	2	2.5	2	5	5	4.5	5	4
5.5	2.5	1.5	2.5	3	3	4	1.5	5.5	5.66666666666667
3.5	3.5	3.5	3	2.5	2.5	3.5	2	5	5
4	2.5	2	3	3.5	5	4	5.5	5	5
6	4	5	4.5	5	2.5	3.5	4	6	5
5	2	2.5	3	3.5	5.5	4	4	6	6
4	2	4	4.5	4.5	5	3	4.5	5.5	4
6	2.5	4	4.5	3	3.5	3.5	4	5	5.33333333333333
4	3.5	4.5	4	4.5	4.5	4	5	5	4.33333333333333
5.5	3	3.5	3.5	2.5	4	3.5	2	5	5
5.5	2.5	3	4.5	3	3	2	3.5	4.5	5.66666666666667
6	4	3	4	4	3.5	3	4.5	5	5
6	4	3	2	2	1	2	1	4.5	5
5.5	2.5	3.5	4.5	2.5	5	5	2	5.5	5.33333333333333
5	3.5	3	3.5	3	4.5	4.5	5	4.5	5
6	3	3.5	5	4.5	5.5	4	5.5	5	5
5	2.5	3	4.5	3	3.5	4	3.5	5.5	5.33333333333333
6	4	3	4.5	5	5	3.5	3.5	5	4.33333333333333
6	3	2.5	4	3	4	2	2.5	5.5	5.66666666666667
4	2.5	3	2.5	3	4	3.5	4	5	4.66666666666667
4.5	2.5	3	4.5	4	4.5	3.5	4	5.5	5.66666666666667
4.5	4	4.5	4	3.5	5.5	4	5	5.5	4.66666666666667
5.5	2	3.5	3.5	2.5	5	4.5	4	5.5	6
6	4	4.5	3	3	4	3.5	3.5	5.5	5
3.5	1.5	2.5	3	2	4	4	4	5	5.33333333333333
3	2	3	2.5	2	4	5	4	4	3.66666666666667
4	1	3.5	4.5	4.5	5	5	6	5	6
5	2.5	2	3	1.5	4	4.5	3.5	6	6
5.5	4.5	3.5	3.5	3	5.5	3.5	4	6	5
2.5	2	2	3.5	2.5	4	4	5	4.5	5.33333333333333
2.5	2	1.5	3	2.5	3	3.5	4.5	5.5	5.66666666666667
5.5	3	3.5	5	2.5	5	3	3.5	5.5	6
3	3	4.5	5	4	5	3	5	5.5	5
3	1.5	3.5	4	3.5	5	4	5	5.5	4
5	2	2.5	4	3.5	4.5	4.5	5	5	4.66666666666667
4.5	4	4.5	1.5	3.5	5	5.5	5	5.5	5.33333333333333
2.5	1.5	2.5	2.5	3	4	4.5	6	6	5.33333333333333
5.5	2.5	2	4.5	3	3	3	2	4.5	6
4.5	3	3.5	4	3.5	4	4	5	4.5	5
6	2.5	5.5	5	5	6	4	5.5	6	5.66666666666667
6	4	2	4.5	2.5	6	5.5	5	4	3.33333333333333
4	3.5	4	2.5	2.5	2.5	3.5	3.5	5.5	5.66666666666667
5.5	3	4	5	3	4	4	3	6	5.33333333333333
6	3.5	5	6	5	5	4.5	5	5	5.33333333333333
5	1	3.5	3.5	5	5.5	4.5	5	6	6
4.5	3	3.5	3.5	3	3.5	3	2.5	5	5.33333333333333
5	3.5	5	3	1	4	2.5	1	6	5.33333333333333
4.5	3	3	3.5	2.5	3	4.5	4.5	5.5	5.66666666666667
3.5	2.5	2.5	4	3.5	5	4.5	5	4.5	4.33333333333333
5.5	4	4	4	3	4	3	3	6	5.66666666666667
5	4	6	4.5	4.5	5.5	3.5	2.5	4	5
5	4.5	5.5	4	2.5	3	2	2	6	5.66666666666667
5	3	4	4	4	5.5	5.5	5	6	3.33333333333333
4	1.5	2	2	3	3.5	5	2.5	4.5	4.66666666666667
5	3	2.5	3	2.5	3	2	3	5	5.33333333333333
6	4.5	5	6	2.5	4	3	1	5	4.33333333333333
5	4.5	5	5.5	4	4	3.5	3.5	4.5	5.66666666666667
6	2	3	4.5	2	4	3	2	5.5	5.66666666666667
4.5	4	3.5	4	3.5	3.5	4.5	4.5	5	5
4.5	2.5	3.5	3	3.5	4.5	4.5	3.5	5.5	5.66666666666667
5.5	3.5	4.5	4.5	4.5	5.5	3	5.5	5	5.33333333333333
4	3.5	4	2.5	3.5	4.5	4.5	4.5	6	5
5.5	4	2	4	3.5	3.5	3	4	5.5	5
5	2	5	4	5	5	4.5	5	6	4.66666666666667
5	3	3.5	4	4	5	3	5	6	5
4	3.5	4	4.5	4	5	3.5	2.5	4.5	5.33333333333333
4.5	3.5	2.5	2	1.5	3	3	4.5	5.5	5.66666666666667
5.5	4	4.5	4	4	5	5.5	5.5	5	4.66666666666667
4	2	5	4.5	4	5	3.5	4	5	5.33333333333333
3.5	2	3.5	3.5	3	5	4.5	4	6	5.33333333333333
5	3.5	5.5	4	2.5	3.5	1	3	5.5	4
4.5	2.5	3.5	5	4.5	5.5	3	5	6	5.66666666666667
6	4.5	4	4.5	3.5	4.5	3.5	4.5	5	6
4	4.5	4.5	5	5	5	4	2.5	4.5	4.66666666666667
6	3.5	6	4.5	4.5	6	4	5.5	6	5
3	2.5	3	4	2.5	5	5	4	5.5	5
5	4.5	4	4.5	2	2	2	1	5.5	5.66666666666667
5	3	2.5	4.5	3.5	4.5	2.5	5.5	5.5	4.66666666666667
6	2.5	4	2	2	4	4	2.5	5	5.33333333333333
4.5	3	3	3	3	4.5	5	3.5	5	4.33333333333333
4.5	3.5	4.5	3.5	3	4.5	3.5	4.5	5	5
5.5	2	5	1.5	1.5	5	3	2	5.5	5.66666666666667
4	2.5	2.5	3	3	3.5	5	4	5.5	4
5.5	2	3	4.5	3.5	3.5	4	4	5	5.33333333333333
5	4	4	3.5	2.5	4	4	3	5	5
5	3.5	4	4.5	3	5.5	5	5	6	5.33333333333333
4.5	2.5	3.5	4.5	4	3.5	3	4	5	5.66666666666667
5.5	2.5	2	2	2	2.5	4.5	3	5	4.66666666666667
5	2.5	4	4	3	3	3	3	5	3.66666666666667
2	1.5	3.5	2	2.5	4	4	4.5	5	5.33333333333333
3.5	1	2.5	3.5	2	5.5	4.5	4	6	5.33333333333333
4.5	3	1.5	3.5	3	2.5	5	4	6	5.66666666666667
6	4	4	4.5	3.5	2	1.5	3.5	5	4.33333333333333
5	3	1.5	5	2.5	2.5	3	3.5	4.5	4.33333333333333
5.5	5	2.5	4.5	3.5	2.5	3.5	2.5	4.5	4.33333333333333
5	2.5	3	4	4	5	3.5	5	5	5.33333333333333
3	2	3.5	4.5	4.5	4	3.5	4	4.5	4.66666666666667
5	3	4	4.5	4.5	4.5	5	4.5	6	6
3	2	2.5	1.5	2.5	4	4.5	4	5	5
5.5	3.5	4	4	2	2	2.5	2.5	5.5	5
3.5	2.5	4	4	3.5	5	2	3.5	5.5	5
4.5	3.5	4.5	1.5	3	5.5	3.5	4	6	6
4	2	1.5	1	1.5	2	4	2	5.5	5.33333333333333
4.5	3.5	3.5	3	3.5	4	3.5	3.5	5	5.66666666666667
5.5	4.5	4	3	4	3.5	3	3.5	5.5	5.66666666666667
3.5	3	5	1.5	2.5	3.5	4	4	5	5.33333333333333
4	2	3	5.5	3.5	5.5	5.5	4.5	6	4.33333333333333
5.5	3	4	4.5	4	4.5	5	4.5	5.5	5
5	3	5	2.5	4	5.5	5.5	5	6	6
5.5	3.5	3	5	4	5	5	5.5	6	5.33333333333333
4.5	3.5	3	3	2	3	3	2.5	5	5
5	2	4	3.5	2	3	5	4.5	6	5.33333333333333
5.5	3	1.5	4	2	3.5	2.5	1.5	5.5	5
5	3.5	4	4	3.5	4	3	4.5	6	5.33333333333333
4.5	2	1	2.5	2.5	2.5	3.5	6	5.5	5
4	3	3.5	4.5	4.5	3	2.5	4.5	5	4.66666666666667
6	4.5	4.5	2.5	2	4.5	4	4	4.5	5
4	1	1.5	2.5	3	5	4	4	5	5
3	3	4.5	2.5	3	3	2.5	4	4.5	4.66666666666667
5	2.5	3.5	2	1.5	3	5	2	5	4.66666666666667
6	6	5	3	3	1	2	1.5	4.5	5.33333333333333
3	1	4	5	5	5.5	4	3	6	5
3.5	3	3.5	5	4.5	4.5	3	4	5	4
5	2.5	2	2.5	2.5	3	3.5	3.5	5.5	5.33333333333333
3.5	2.5	2.5	5	4	3.5	2.5	4	4.5	5.33333333333333
5.5	6	6	6	5.5	5	3.5	5	5	5
5	3	2.5	3	3.5	6	3.5	6	6	6
4.5	5	3.5	4.5	5.5	4.5	3	5.5	5.5	6
4.5	3	3.5	4	3.5	4.5	4.5	5	5	5
5	2.5	3.5	3.5	2	4	4.5	4.5	5.5	5.33333333333333
5.5	1.5	2.5	4.5	3.5	2	2	5.5	5.5	4.33333333333333
3.5	1.5	3	3	3	4	4.5	4.5	4.5	4.33333333333333
5.5	2	3	3	3	6	5	4	5.5	5
5	4	4	3	2.5	3.5	4.5	2.5	5.5	5
4.5	3.5	3	3.5	2.5	3	5	4	5	4.33333333333333
6	3.5	4	3.5	2	3.5	2	2	6	6
5	1.5	2	4.5	3	5.5	4.5	4.5	5.5	4.66666666666667
5.5	2	2.5	3	3.5	3	5	2.5	5	5.66666666666667
4.5	2	2.5	2.5	2.5	5	4.5	5	5.5	6
3.5	2.5	3.5	4.5	4	4	3.5	3.5	5	5
5	2.5	3	4	4	5	4.5	4.5	5.5	5.33333333333333
5	4	4	3.5	2.5	2.5	3	3.5	5.5	5.66666666666667
6	5.5	5.5	5.5	4	5	3	3	6	6
4	1.5	1.5	2.5	3.5	5	4	5	6	4
5	3	2.5	4	4	5.5	6	5.5	6	6
5	4.5	5	3.5	3	4.5	3	4	5	5
5.5	3.5	4	3.5	3.5	4.5	4.5	5.5	5	5.66666666666667
3.5	1	1.5	1	1	3.5	5	6	6	6
6	5.5	5.5	2.5	1.5	3.5	1.5	1	6	6
4.5	2.5	3	3	3	5.5	4	2.5	5	5.33333333333333
4	3	2	1.5	1	4.5	4	4.5	5	5.66666666666667
5.5	3.5	4	4.5	4.5	4	4.5	5	5.5	5.33333333333333
5.5	4	4.5	4	3	5	3.5	3.5	4.5	5.66666666666667
5	3.5	3	3	2.5	2.5	3.5	2	5.5	5.66666666666667
4.5	2	3	2	4.5	2	2.5	1	5	4.66666666666667
4	3.5	3.5	3	3	3	2.5	3	4	5
5	5.5	4	4.5	3	4.5	3	3.5	5.5	5.66666666666667
5.5	2.5	5	2.5	3	5.5	6	4.5	6	5
5	3	4	3.5	2	5	5	5.5	5.5	6
4.5	3	3	2.5	3.5	5.5	4.5	5	5	5
